module_id,seq_id,domain_type,canonical_domain_type,kingdom,reaction_labels,has_no_reactions
marts_E00226_alpha_0,marts_E00226,alpha,alpha,Plants,['mono Class 1'],False
marts_E00076_beta_0,marts_E00076,beta,beta,Plants,['mono Class 1'],False
marts_E00076_alpha_0,marts_E00076,alpha,alpha,Plants,['mono Class 1'],False
marts_E00981_beta_0,marts_E00981,beta,beta,Plants,['sesq Class 1'],False
marts_E00981_alpha_0,marts_E00981,alpha,alpha,Plants,['sesq Class 1'],False
marts_E01129_beta_0,marts_E01129,beta,beta,Plants,['sesq Class 1'],False
marts_E01129_alpha_0,marts_E01129,alpha,alpha,Plants,['sesq Class 1'],False
marts_E01145_beta_0,marts_E01145,beta,beta,Plants,['sesq Class 1'],False
marts_E01145_alpha_0,marts_E01145,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00016_beta_0,marts_E00016,beta,beta,Plants,['di Class 1'],False
marts_E00016_alpha_0,marts_E00016,alpha,alpha,Plants,['di Class 1'],False
marts_E01174_beta_0,marts_E01174,beta,beta,Plants,['sesq Class 1'],False
marts_E01174_alpha_0,marts_E01174,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00372_beta_0,marts_E00372,beta,beta,Plants,['sesq Class 1'],False
marts_E00372_alpha_0,marts_E00372,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00687_beta_0,marts_E00687,beta,beta,Plants,['sesq Class 1'],False
marts_E00687_alpha_0,marts_E00687,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00150_beta_0,marts_E00150,beta,beta,Plants,['sesq Class 1'],False
marts_E00150_alpha_0,marts_E00150,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00003_beta_0,marts_E00003,beta,beta,Plants,['di Class 1'],False
marts_E00003_alpha_0,marts_E00003,alpha,alpha,Plants,['di Class 1'],False
marts_E01289_beta_0,marts_E01289,beta,beta,Plants,['sesq Class 1'],False
marts_E01289_alpha_0,marts_E01289,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00837_beta_0,marts_E00837,beta,beta,Plants,['sesq Class 1'],False
marts_E00837_alpha_0,marts_E00837,alpha,alpha,Plants,['sesq Class 1'],False
marts_E01539_beta_0,marts_E01539,beta,beta,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E01539_alpha_0,marts_E01539,alpha,alpha,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E00808_beta_0,marts_E00808,beta,beta,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E00808_alpha_0,marts_E00808,alpha,alpha,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E01270_beta_0,marts_E01270,beta,beta,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E01270_alpha_0,marts_E01270,alpha,alpha,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E01007_beta_0,marts_E01007,beta,beta,Plants,"['di Class 1', 'mono Class 1', 'sesq Class 1']",False
marts_E01007_alpha_0,marts_E01007,alpha,alpha,Plants,"['di Class 1', 'mono Class 1', 'sesq Class 1']",False
marts_E01213_ids_0,marts_E01213,ids,alpha,Plants,['sqs'],False
marts_E01437_alpha_0,marts_E01437,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00793_alpha_0,marts_E00793,alpha,alpha,Animals,"['di Class 1', 'sesq Class 1']",False
marts_E00874_alpha_0,marts_E00874,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E01491_alpha_0,marts_E01491,alpha,alpha,Bacteria,['di Class 1'],False
marts_E00476_ids_0,marts_E00476,ids,alpha,Plants,['tetra Class 1'],False
marts_E01330_alpha_0,marts_E01330,alpha,alpha,Bacteria,['sester Class 1'],False
marts_E00052_alpha_0,marts_E00052,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E01453_alpha_0,marts_E01453,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E01054_alpha_0,marts_E01054,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E01425_alpha_0,marts_E01425,alpha,alpha,Bacteria,['di Class 1'],False
marts_E01363_alpha_0,marts_E01363,alpha,alpha,Bacteria,['di Class 1'],False
marts_E00595_alpha_0,marts_E00595,alpha,alpha,Fungi,"['mono Class 1', 'sesq Class 1']",False
marts_E00811_alpha_0,marts_E00811,alpha,alpha,Bacteria,['mono Class 1'],False
marts_E01275_alpha_0,marts_E01275,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E00511_alpha_0,marts_E00511,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E00902_alpha_0,marts_E00902,alpha,alpha,Bacteria,['sesq Class 1'],False
marts_E01436_alpha_0,marts_E01436,alpha,alpha,Bacteria,['di Class 1'],False
marts_E01486_alpha_0,marts_E01486,alpha,alpha,Bacteria,['sesq Class 1'],False
marts_E00921_ids_0,marts_E00921,ids,alpha,Fungi,['pt'],False
marts_E01267_alpha_0,marts_E01267,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E00014_alpha_0,marts_E00014,alpha,alpha,Animals,"['mono Class 1', 'sesq Class 1']",False
marts_E00439_alpha_0,marts_E00439,alpha,alpha,Animals,"['di Class 1', 'mono Class 1', 'sesq Class 1', 'sester Class 1']",False
marts_E00744_alpha_0,marts_E00744,alpha,alpha,Protists,"['mono Class 1', 'sesq Class 1']",False
marts_E00464_ids_0,marts_E00464,ids,alpha,Bacteria,['pt'],False
marts_E00560_epsilon_0,marts_E00560,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00560_delta_0,marts_E00560,delta,delta,Plants,['tri Class 2'],False
marts_E01229_epsilon_0,marts_E01229,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E01229_delta_0,marts_E01229,delta,delta,Plants,['tri Class 2'],False
marts_E01231_epsilon_0,marts_E01231,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E01231_delta_0,marts_E01231,delta,delta,Plants,['tri Class 2'],False
marts_E00944_epsilon_0,marts_E00944,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00944_delta_0,marts_E00944,delta,delta,Plants,['tri Class 2'],False
marts_E00530_epsilon_0,marts_E00530,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00530_delta_0,marts_E00530,delta,delta,Plants,['tri Class 2'],False
marts_E01230_delta_0,marts_E01230,delta,delta,Plants,['tri Class 2'],False
marts_E01230_epsilon_0,marts_E01230,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00781_epsilon_0,marts_E00781,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00781_delta_0,marts_E00781,delta,delta,Plants,['tri Class 2'],False
marts_E00419_epsilon_0,marts_E00419,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00419_delta_0,marts_E00419,delta,delta,Plants,['tri Class 2'],False
marts_E00531_epsilon_0,marts_E00531,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00531_delta_0,marts_E00531,delta,delta,Plants,['tri Class 2'],False
marts_E00806_delta_0,marts_E00806,delta,delta,Bacteria,['di Class 2'],False
marts_E00806_gamma_0,marts_E00806,gamma,gamma,Bacteria,['di Class 2'],False
marts_E00783_epsilon_0,marts_E00783,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00783_delta_0,marts_E00783,delta,delta,Plants,['tri Class 2'],False
marts_E00420_epsilon_0,marts_E00420,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00420_delta_0,marts_E00420,delta,delta,Plants,['tri Class 2'],False
marts_E00431_epsilon_0,marts_E00431,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00431_delta_0,marts_E00431,delta,delta,Plants,['tri Class 2'],False
marts_E00348_epsilon_0,marts_E00348,epsilon,epsilon,Protists,['tri Class 2'],False
marts_E00348_delta_0,marts_E00348,delta,delta,Protists,['tri Class 2'],False
marts_E01423_delta_0,marts_E01423,delta,delta,Bacteria,['di Class 2'],False
marts_E01423_gamma_0,marts_E01423,gamma,gamma,Bacteria,['di Class 2'],False
marts_E00199_epsilon_0,marts_E00199,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00199_delta_0,marts_E00199,delta,delta,Plants,['tri Class 2'],False
marts_E00140_epsilon_0,marts_E00140,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00140_delta_0,marts_E00140,delta,delta,Plants,['tri Class 2'],False
marts_E00182_epsilon_0,marts_E00182,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00182_delta_0,marts_E00182,delta,delta,Plants,['tri Class 2'],False
marts_E00766_epsilon_0,marts_E00766,epsilon,epsilon,Fungi,['tri Class 2'],False
marts_E00766_delta_0,marts_E00766,delta,delta,Fungi,['tri Class 2'],False
marts_E00483_epsilon_0,marts_E00483,epsilon,epsilon,Animals,['tri Class 2'],False
marts_E00483_delta_0,marts_E00483,delta,delta,Animals,['tri Class 2'],False
marts_E00484_delta_0,marts_E00484,delta,delta,Animals,['tri Class 2'],False
marts_E00484_epsilon_0,marts_E00484,epsilon,epsilon,Animals,['tri Class 2'],False
marts_E00551_gamma_0,marts_E00551,gamma,gamma,Bacteria,['di Class 2'],False
marts_E00551_delta_0,marts_E00551,delta,delta,Bacteria,['di Class 2'],False
marts_E00407_epsilon_0,marts_E00407,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00407_delta_0,marts_E00407,delta,delta,Plants,['tri Class 2'],False
marts_E00406_epsilon_0,marts_E00406,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00406_delta_0,marts_E00406,delta,delta,Plants,['tri Class 2'],False
marts_E00660_epsilon_0,marts_E00660,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00660_delta_0,marts_E00660,delta,delta,Plants,['tri Class 2'],False
marts_E01489_epsilon_0,marts_E01489,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E01489_delta_0,marts_E01489,delta,delta,Plants,['tri Class 2'],False
marts_E00307_epsilon_0,marts_E00307,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00307_delta_0,marts_E00307,delta,delta,Plants,['tri Class 2'],False
marts_E00487_epsilon_0,marts_E00487,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00487_delta_0,marts_E00487,delta,delta,Plants,['tri Class 2'],False
marts_E00561_delta_0,marts_E00561,delta,delta,Plants,['tri Class 2'],False
marts_E00561_epsilon_0,marts_E00561,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00198_epsilon_0,marts_E00198,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00198_delta_0,marts_E00198,delta,delta,Plants,['tri Class 2'],False
marts_E01247_epsilon_0,marts_E01247,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E01247_delta_0,marts_E01247,delta,delta,Plants,['tri Class 2'],False
marts_E00488_epsilon_0,marts_E00488,epsilon,epsilon,Fungi,['tri Class 2'],False
marts_E00488_delta_0,marts_E00488,delta,delta,Fungi,['tri Class 2'],False
marts_E00460_delta_0,marts_E00460,delta,delta,Animals,['tri Class 2'],False
marts_E00460_epsilon_0,marts_E00460,epsilon,epsilon,Animals,['tri Class 2'],False
marts_E00962_epsilon_0,marts_E00962,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00962_delta_0,marts_E00962,delta,delta,Plants,['tri Class 2'],False
marts_E00025_delta_0,marts_E00025,delta,delta,Plants,['tri Class 2'],False
marts_E00025_epsilon_0,marts_E00025,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00936_delta_0,marts_E00936,delta,delta,Fungi,['tri Class 2'],False
marts_E00936_epsilon_0,marts_E00936,epsilon,epsilon,Fungi,['tri Class 2'],False
marts_E00943_gamma_0,marts_E00943,gamma,gamma,Bacteria,['di Class 2'],False
marts_E00943_delta_0,marts_E00943,delta,delta,Bacteria,['di Class 2'],False
marts_E00408_epsilon_0,marts_E00408,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00408_delta_0,marts_E00408,delta,delta,Plants,['tri Class 2'],False
marts_E00149_epsilon_0,marts_E00149,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00149_delta_0,marts_E00149,delta,delta,Plants,['tri Class 2'],False
marts_E00239_epsilon_0,marts_E00239,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00239_delta_0,marts_E00239,delta,delta,Plants,['tri Class 2'],False
marts_E00024_epsilon_0,marts_E00024,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00024_delta_0,marts_E00024,delta,delta,Plants,['tri Class 2'],False
marts_E00950_epsilon_0,marts_E00950,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00950_delta_0,marts_E00950,delta,delta,Plants,['tri Class 2'],False
marts_E00779_epsilon_0,marts_E00779,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00779_delta_0,marts_E00779,delta,delta,Plants,['tri Class 2'],False
marts_E00160_delta_0,marts_E00160,delta,delta,Plants,['tri Class 2'],False
marts_E00160_epsilon_0,marts_E00160,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00238_epsilon_0,marts_E00238,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00238_delta_0,marts_E00238,delta,delta,Plants,['tri Class 2'],False
marts_E00949_epsilon_0,marts_E00949,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00949_delta_0,marts_E00949,delta,delta,Plants,['tri Class 2'],False
marts_E00176_epsilon_0,marts_E00176,epsilon,epsilon,Fungi,['tri Class 2'],False
marts_E00176_delta_0,marts_E00176,delta,delta,Fungi,['tri Class 2'],False
marts_E01235_delta_0,marts_E01235,delta,delta,Fungi,['sesq Class 1'],False
marts_E01243_epsilon_0,marts_E01243,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E01243_delta_0,marts_E01243,delta,delta,Plants,['tri Class 2'],False
marts_E00780_delta_0,marts_E00780,delta,delta,Plants,['tri Class 2'],False
marts_E00780_epsilon_0,marts_E00780,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00110_delta_0,marts_E00110,delta,delta,Plants,['tri Class 2'],False
marts_E00110_epsilon_0,marts_E00110,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00956_epsilon_0,marts_E00956,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00956_delta_0,marts_E00956,delta,delta,Plants,['tri Class 2'],False
marts_E00204_epsilon_0,marts_E00204,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00204_delta_0,marts_E00204,delta,delta,Plants,['tri Class 2'],False
marts_E00913_delta_0,marts_E00913,delta,delta,Plants,['tri Class 2'],False
marts_E00913_epsilon_0,marts_E00913,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00197_epsilon_0,marts_E00197,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00197_delta_0,marts_E00197,delta,delta,Plants,['tri Class 2'],False
marts_E00403_delta_0,marts_E00403,delta,delta,Plants,['tri Class 2'],False
marts_E00403_epsilon_0,marts_E00403,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00712_epsilon_0,marts_E00712,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00712_delta_0,marts_E00712,delta,delta,Plants,['tri Class 2'],False
marts_E01264_delta_0,marts_E01264,delta,delta,Fungi,['tri Class 2'],False
marts_E01264_epsilon_0,marts_E01264,epsilon,epsilon,Fungi,['tri Class 2'],False
marts_E00716_delta_0,marts_E00716,delta,delta,Bacteria,['sesq Class 2'],False
marts_E00716_gamma_0,marts_E00716,gamma,gamma,Bacteria,['sesq Class 2'],False
marts_E00128_epsilon_0,marts_E00128,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00128_delta_0,marts_E00128,delta,delta,Plants,['tri Class 2'],False
marts_E00532_epsilon_0,marts_E00532,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00532_delta_0,marts_E00532,delta,delta,Plants,['tri Class 2'],False
marts_E00521_epsilon_0,marts_E00521,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00521_delta_0,marts_E00521,delta,delta,Plants,['tri Class 2'],False
marts_E00201_delta_0,marts_E00201,delta,delta,Plants,['tri Class 2'],False
marts_E00201_epsilon_0,marts_E00201,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E01256_delta_0,marts_E01256,delta,delta,Bacteria,['di Class 2'],False
marts_E01256_gamma_0,marts_E01256,gamma,gamma,Bacteria,['di Class 2'],False
marts_E00165_epsilon_0,marts_E00165,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00165_delta_0,marts_E00165,delta,delta,Plants,['tri Class 2'],False
marts_E00116_epsilon_0,marts_E00116,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00116_delta_0,marts_E00116,delta,delta,Plants,['tri Class 2'],False
marts_E01462_epsilon_0,marts_E01462,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E01462_delta_0,marts_E01462,delta,delta,Plants,['tri Class 2'],False
marts_E00883_epsilon_0,marts_E00883,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00883_delta_0,marts_E00883,delta,delta,Plants,['tri Class 2'],False
marts_E00752_epsilon_0,marts_E00752,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00752_delta_0,marts_E00752,delta,delta,Plants,['tri Class 2'],False
marts_E00357_epsilon_0,marts_E00357,epsilon,epsilon,Fungi,['tri Class 2'],False
marts_E00357_delta_0,marts_E00357,delta,delta,Fungi,['tri Class 2'],False
marts_E00433_epsilon_0,marts_E00433,epsilon,epsilon,Fungi,['tri Class 2'],False
marts_E00433_delta_0,marts_E00433,delta,delta,Fungi,['tri Class 2'],False
marts_E00200_delta_0,marts_E00200,delta,delta,Plants,['tri Class 2'],False
marts_E00200_epsilon_0,marts_E00200,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00203_epsilon_0,marts_E00203,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00203_delta_0,marts_E00203,delta,delta,Plants,['tri Class 2'],False
marts_E00405_epsilon_0,marts_E00405,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00405_delta_0,marts_E00405,delta,delta,Plants,['tri Class 2'],False
marts_E01490_epsilon_0,marts_E01490,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E01490_delta_0,marts_E01490,delta,delta,Plants,['tri Class 2'],False
marts_E00141_epsilon_0,marts_E00141,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00141_delta_0,marts_E00141,delta,delta,Plants,['tri Class 2'],False
marts_E00782_epsilon_0,marts_E00782,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00782_delta_0,marts_E00782,delta,delta,Plants,['tri Class 2'],False
marts_E00119_delta_0,marts_E00119,delta,delta,Plants,['tri Class 2'],False
marts_E00119_epsilon_0,marts_E00119,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00171_gamma_0,marts_E00171,gamma,gamma,Bacteria,['di Class 2'],False
marts_E00171_delta_0,marts_E00171,delta,delta,Bacteria,['di Class 2'],False
marts_E00955_epsilon_0,marts_E00955,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00955_delta_0,marts_E00955,delta,delta,Plants,['tri Class 2'],False
marts_E00899_epsilon_0,marts_E00899,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00899_delta_0,marts_E00899,delta,delta,Plants,['tri Class 2'],False
marts_E00832_epsilon_0,marts_E00832,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00832_delta_0,marts_E00832,delta,delta,Plants,['tri Class 2'],False
marts_E00424_epsilon_0,marts_E00424,epsilon,epsilon,Fungi,['tri Class 2'],False
marts_E00424_delta_0,marts_E00424,delta,delta,Fungi,['tri Class 2'],False
marts_E00263_delta_0,marts_E00263,delta,delta,Bacteria,['sesquar Class 2'],False
marts_E00263_epsilon_0,marts_E00263,epsilon,epsilon,Bacteria,['sesquar Class 2'],False
marts_E00610_epsilon_0,marts_E00610,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00610_delta_0,marts_E00610,delta,delta,Plants,['tri Class 2'],False
marts_E00306_epsilon_0,marts_E00306,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00306_delta_0,marts_E00306,delta,delta,Plants,['tri Class 2'],False
marts_E00404_epsilon_0,marts_E00404,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00404_delta_0,marts_E00404,delta,delta,Plants,['tri Class 2'],False
marts_E00156_epsilon_0,marts_E00156,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00156_delta_0,marts_E00156,delta,delta,Plants,['tri Class 2'],False
marts_E00499_delta_0,marts_E00499,delta,delta,Bacteria,['tri Class 2'],False
marts_E00499_epsilon_0,marts_E00499,epsilon,epsilon,Bacteria,['tri Class 2'],False
marts_E00189_epsilon_0,marts_E00189,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00189_delta_0,marts_E00189,delta,delta,Plants,['tri Class 2'],False
marts_E00275_epsilon_0,marts_E00275,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00275_delta_0,marts_E00275,delta,delta,Plants,['tri Class 2'],False
marts_E00386_epsilon_0,marts_E00386,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00386_delta_0,marts_E00386,delta,delta,Plants,['tri Class 2'],False
marts_E00231_epsilon_0,marts_E00231,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00231_delta_0,marts_E00231,delta,delta,Plants,['tri Class 2'],False
marts_E00498_delta_0,marts_E00498,delta,delta,Bacteria,['tri Class 2'],False
marts_E00498_epsilon_0,marts_E00498,epsilon,epsilon,Bacteria,['tri Class 2'],False
marts_E00264_epsilon_0,marts_E00264,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00264_delta_0,marts_E00264,delta,delta,Plants,['tri Class 2'],False
marts_E00951_epsilon_0,marts_E00951,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00951_delta_0,marts_E00951,delta,delta,Plants,['tri Class 2'],False
marts_E00948_delta_0,marts_E00948,delta,delta,Plants,['tri Class 2'],False
marts_E00948_epsilon_0,marts_E00948,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00753_epsilon_0,marts_E00753,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00753_delta_0,marts_E00753,delta,delta,Plants,['tri Class 2'],False
marts_E01114_delta_0,marts_E01114,delta,delta,Bacteria,['sesq Class 2'],False
marts_E01114_gamma_0,marts_E01114,gamma,gamma,Bacteria,['sesq Class 2'],False
marts_E01520_gamma_0,marts_E01520,gamma,gamma,Bacteria,['di Class 2'],False
marts_E01520_delta_0,marts_E01520,delta,delta,Bacteria,['di Class 2'],False
marts_E00132_epsilon_0,marts_E00132,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00132_delta_0,marts_E00132,delta,delta,Plants,['tri Class 2'],False
marts_E00161_epsilon_0,marts_E00161,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00161_delta_0,marts_E00161,delta,delta,Plants,['tri Class 2'],False
marts_E00210_epsilon_0,marts_E00210,epsilon,epsilon,Plants,['tri Class 2'],False
marts_E00210_delta_0,marts_E00210,delta,delta,Plants,['tri Class 2'],False
marts_E00120_epsilon_0,marts_E00120,epsilon,epsilon,Plants,['tri Class 2'],False
